        0.04000        0.99210        0.98809        0.92383        0.43919        0.25007       -3.03991        0.00000
        0.01000        1.00000        1.00000        0.93920        0.43920        0.25000       -3.04000        0.00000
        0.10000        0.52860        0.37261        0.20345        0.43922        0.25337       -3.03390        0.00000
        0.14000        0.34581        0.18505        0.03285        0.43881        0.25344       -3.03048        0.00000
        0.05000        0.96206        0.94342        0.86691        0.43920        0.25037       -3.03956        0.00000
        0.12000        0.41654        0.25300        0.09020        0.43947        0.25359       -3.03197        0.00000
        0.46000        0.03124        0.00197       -0.02048        0.31609        0.13023       -1.46326        0.00000
        0.09000        0.60488        0.46192        0.29709        0.43918        0.25298       -3.03507        0.00000
        0.84000        0.02871        0.00168        0.00032        0.29064        0.12689       -1.41745        0.00000
        0.92000        0.02820        0.00162       -0.04028        0.31031        0.12630       -1.40651        0.00000
        0.15000        0.31954        0.16135        0.01475        0.43898        0.25363       -3.02985        0.00000
        0.11000        0.46502        0.30262        0.13472        0.44014        0.25375       -3.03284        0.00000
        0.75000        0.02919        0.00173        0.03992        0.33234        0.12781       -1.42911        0.00000
        0.86000        0.02859        0.00165       -0.03968        0.29094        0.12676       -1.41508        0.00000
        0.52000        0.03065        0.00190       -0.06048        0.31512        0.12972       -1.45588        0.00000
        0.31000        0.03367        0.00231       -0.02007        0.35863        0.13228       -1.48571        0.00000
        0.03000        0.99950        0.99925        0.93823        0.43919        0.25000       -3.03999        0.00000
        0.96000        0.02815        0.00161       -0.00008        0.28931        0.12564       -1.40036        0.00000
        0.28000        0.03444        0.00240       -0.02026        0.29943        0.13292       -1.95124        0.00000
        0.88000        0.02849        0.00165        0.00022        0.31121        0.12665       -1.41194        0.00000
        0.43000        0.03177        0.00205        0.00033        0.29561        0.13044       -1.46640        0.00000
        0.35000        0.03270        0.00217       -0.06007        0.35797        0.13146       -1.47919        0.00000
        0.91000        0.02831        0.00162       -0.00008        0.29022        0.12646       -1.40745        0.00000
        0.51000        0.03082        0.00192       -0.06028        0.29538        0.12984       -1.45682        0.00000
