        0.02000        1.00000        1.00000        0.93920        0.43920        0.25000       -3.04000        0.00000
        0.42000        0.03179        0.00205       -0.04027        0.29664        0.13083       -1.46761        0.00000
        0.54000        0.03051        0.00190       -0.06068        0.33447        0.12945       -1.45359        0.00000
        0.83000        0.02872        0.00167       -0.06028        0.35162        0.12692       -1.41899        0.00000
        0.66000        0.02964        0.00178       -0.00018        0.35321        0.12843       -1.44001        0.00000
        0.50000        0.03082        0.00193       -0.06038        0.35591        0.13008       -1.45842        0.00000
        0.30000        0.03397        0.00234        0.04003        0.33833        0.13220       -1.87220        0.00000
        0.33000        0.03313        0.00224       -0.04047        0.35826        0.13180       -1.48141        0.00000
        0.29000        0.03417        0.00237       -0.02036        0.29891        0.13258       -1.49002        0.00000
        0.63000        0.02993        0.00182       -0.00018        0.35469        0.12911       -1.44339        0.00000
        0.87000        0.02847        0.00164        0.00022        0.31077        0.12654       -1.41392        0.00000
        0.95000        0.02806        0.00160        0.00002        0.28903        0.12576       -1.40100        0.00000
        0.53000        0.03070        0.00192       -0.02038        0.33492        0.12964       -1.45630        0.00000
        0.36000        0.03283        0.00219       -0.03987        0.35789        0.13156       -1.47623        0.00000
        0.07000        0.79875        0.71172        0.58164        0.43897        0.25152       -3.03765        0.00000
        0.90000        0.02840        0.00163       -0.00058        0.39082        0.12629       -1.40971        0.00000
        0.67000        0.02969        0.00179       -0.04008        0.35340        0.12842       -1.43877        0.00000
        0.32000        0.03347        0.00228        0.00013        0.29794        0.13216       -1.60555        0.00000
        0.26000        0.03522        0.00251       -0.06076        0.30000        0.13320       -2.04336        0.00000
        0.44000        0.03147        0.00202       -0.02067        0.33587        0.13052       -1.46542        0.00000
        0.16000        0.04266        0.00374       -0.06071        0.30612        0.13750       -2.66065        0.00000
        0.57000        0.03041        0.00190       -0.06027        0.37457        0.12910       -1.45151        0.00000
        0.85000        0.02859        0.00165       -0.05988        0.35115        0.12693       -1.41614        0.00000
        0.73000        0.02912        0.00171       -0.06018        0.35275        0.12802       -1.43149        0.00000
        0.56000        0.03040        0.00187        0.02012        0.35552        0.12962       -1.45183        0.00000
        0.34000        0.03320        0.00224       -0.06027        0.35833        0.13177       -1.47961        0.00000
        0.62000        0.03001        0.00182        0.03982        0.35424        0.12881       -1.44511        0.00000
        0.39000        0.03215        0.00210       -0.06037        0.29688        0.13096       -1.60864        0.00000
        0.06000        0.89364        0.84439        0.74312        0.43936        0.25116       -3.03878        0.00000
        0.27000        0.19710        0.06897        0.01878        0.50018        0.25418       -1.87820        0.00000
        0.23000        0.03651        0.00273       -0.02055        0.30104        0.13409       -1.94788        0.00000
        0.38000        0.03221        0.00210       -0.02017        0.29675        0.13114       -1.47284        0.00000
        0.41000        0.03268        0.00237       -0.02019        0.31759        0.13154       -1.47131        0.00000
        0.25000        0.03566        0.00259       -0.04045        0.29975        0.13340       -1.88257        0.00000
        0.24000        0.21245        0.07908       -0.01652        0.43972        0.25369       -1.88584        0.00000
        0.08000        0.69689        0.57661        0.42400        0.43931        0.25258       -3.03635        0.00000
        0.17000        0.04530        0.00565       -0.05939        0.30656        0.13872       -2.66412        0.00000
        0.37000        0.03233        0.00213        0.00003        0.29723        0.13122       -1.47503        0.00000
        0.72000        0.02919        0.00173       -0.02058        0.33281        0.12793       -1.43262        0.00000
        0.69000        0.02945        0.00177       -0.02048        0.35317        0.12833       -1.43604        0.00000
        0.77000        0.02913        0.00173       -0.02028        0.37211        0.12749       -1.42593        0.00000
        0.48000        0.03076        0.00191        0.01982        0.31574        0.13013       -1.45985        0.00000
        0.70000        0.02943        0.00176       -0.06038        0.35263        0.12802       -1.43461        0.00000
        0.78000        0.02889        0.00169        0.02032        0.39235        0.12752       -1.42599        0.00000
        0.59000        0.03002        0.00183       -0.03998        0.35471        0.12926       -1.44839        0.00000
        0.71000        0.02924        0.00173       -0.03998        0.29234        0.12792       -1.43434        0.00000
        0.58000        0.03044        0.00194       -0.00035        0.29445        0.12941       -1.44905        0.00000
        0.55000        0.03057        0.00189       -0.05998        0.31503        0.12960       -1.45252        0.00000
        0.60000        0.02995        0.00183       -0.02038        0.31363        0.12877       -1.44744        0.00000
        0.13000        0.37467        0.21201        0.05477        0.43939        0.25399       -3.03115        0.00000
        0.94000        0.02826        0.00162       -0.01998        0.37056        0.12598       -1.40331        0.00000
        0.80000        0.02895        0.00169       -0.04028        0.35199        0.12750       -1.42355        0.00000
        0.61000        0.02999        0.00181       -0.06038        0.29407        0.12914       -1.44598        0.00000
        0.22000        0.22783        0.08920        0.04936        0.43957        0.25397       -2.24758        0.00000
        0.76000        0.02921        0.00173        0.02012        0.35205        0.12753       -1.42824        0.00000
        0.18000        0.11086        0.03900       -0.04656        0.34611        0.17277       -2.77194        0.00000
        0.47000        0.03111        0.00196       -0.04038        0.29546        0.13014       -1.46046        0.00000
        0.64000        0.02979        0.00179       -0.06008        0.31352        0.12871       -1.44253        0.00000
        0.93000        0.02821        0.00162       -0.03998        0.32976        0.12590       -1.40499        0.00000
        0.21000        0.03773        0.00290       -0.06034        0.32231        0.13467       -2.37506        0.00000
        0.82000        0.02869        0.00167       -0.06048        0.33122        0.12693       -1.42033        0.00000
        0.19000        0.03931        0.00317       -0.05993        0.30265        0.13556       -2.27897        0.00000
        0.40000        0.03205        0.00207       -0.06027        0.35680        0.13077       -1.47684        0.00000
        0.81000        0.02894        0.00169       -0.00028        0.39156        0.12727       -1.42176        0.00000
        0.68000        0.02969        0.00180       -0.05998        0.31379        0.12847       -1.43789        0.00000
        0.45000        0.03123        0.00199       -0.00007        0.29614        0.13057       -1.46361        0.00000
        0.49000        0.03449        0.00314        0.00048        0.36019        0.13357       -1.47133        0.00000
        0.79000        0.02899        0.00170       -0.04048        0.29180        0.12735       -1.42405        0.00000
        0.20000        0.03837        0.00298       -0.06034        0.30286        0.13514       -2.51497        0.00000
        0.65000        0.02983        0.00179       -0.01978        0.35359        0.12846       -1.44185        0.00000
        0.74000        0.02924        0.00174        0.06052        0.35247        0.12793       -1.43148        0.00000
        0.89000        0.02828        0.00161       -0.06058        0.33020        0.12643       -1.41097        0.00000
