        0.52000        0.95136        0.04378        0.43188        0.71002-17533846198276.92578       -3.39389  3019536.39208
        1.08000        0.05240        0.00275        0.33008        0.28775-509035734709.94666       -1.67553   741457.07461
        1.52000        0.03721        0.00093        0.33212        0.20771-232096088116.89206       -1.49873   593957.95637
        0.40000        0.99227        0.00945        0.43199        0.92364-22934173021518.58594       -3.39911  3028806.56507
        1.72000        0.03417        0.00070        0.34450        0.19123-172745404365.75623       -1.43523   545089.07117
        0.50000        0.95900        0.03903        0.43200        0.73860-18260470040104.34766       -3.39507  3021627.87584
        1.84000        0.03260        0.00059        0.32290        0.16727-146707423003.96292       -1.40087   519559.09994
        0.80000        0.12117        0.03890        0.36764        0.42821-1365084901328.11304       -1.98239  1045020.53619
        0.84000        0.08969        0.01711        0.31984        0.35330-1023567461541.35083       -1.87163   927252.21364
        1.04000        0.05486        0.00318        0.34655        0.31437-557032579313.84241       -1.69765   761126.71907
        0.44000        0.98291        0.01902        0.43199        0.83957-20821837120905.24609       -3.39799  3026814.88254
        1.56000        0.03657        0.00090        0.38945        0.23921-218121330461.97723       -1.48513   583326.04564
        1.46000        0.03849        0.00105        0.33213        0.21600-254869074043.58218       -1.51903   610007.25250
        0.72000        0.40666        0.20442        0.37471        0.46458-4570181245648.58887       -2.60629  1813981.94502
        0.56000        0.92351        0.06203        0.43577        0.66612-16181010441629.83594       -3.38856  3010210.26630
        1.80000        0.03317        0.00063        0.30580        0.16140-154948852019.28760       -1.41243   528117.34835
        0.78000        0.14535        0.05611        0.33035        0.38941-1610576005197.68994       -2.05092  1120825.26919
        0.54000        0.93775        0.05327        0.43198        0.68369-16846142204975.38867       -3.39194  3016109.54554
        1.06000        0.05353        0.00298        0.36891        0.32966-531739193453.55621       -1.68594   750761.97630
        0.96000        0.06216        0.00474        0.33243        0.32476-679266299120.34717       -1.74853   807524.39415
        1.28000        0.04320        0.00154        0.33712        0.24954-344279240927.03400       -1.58507   663835.39254
        1.36000        0.04110        0.00129        0.35398        0.24755-299991052501.61969       -1.55462   638739.25150
        1.78000        0.03343        0.00064        0.32638        0.17472-158831148398.61404       -1.41726   531713.68625
        1.54000        0.03685        0.00092        0.29165        0.17880-224346220524.29413       -1.49085   587786.67866
        1.74000        0.03384        0.00067        0.30820        0.16820-168169346846.90601       -1.42964   540938.68739
        1.26000        0.04396        0.00161        0.36423        0.27484-356142215572.52826       -1.59229   669879.98300
        1.58000        0.03617        0.00085        0.31153        0.18697-211767680076.42816       -1.47890   578440.08723
        1.34000        0.04158        0.00136        0.33338        0.23583-310175551068.90735       -1.56193   644697.78845
        1.88000        0.03227        0.00056        0.30204        0.15269-139070044722.94464       -1.38963   511323.46326
        1.00000        0.05825        0.00381        0.30812        0.28797-610994524834.58618       -1.72042   781661.38758
        0.60000        0.88590        0.08374        0.43082        0.61395-14866733806784.08594       -3.37484  2986643.64866
        1.60000        0.03600        0.00084        0.32736        0.19455-205493761503.34790       -1.47239   573402.14370
        1.62000        0.03578        0.00082        0.28692        0.16723-199630373778.13947       -1.46625   568683.74825
        1.30000        0.04257        0.00147        0.32097        0.23329-332116159365.67969       -1.57692   657077.62644
        0.68000        0.65317        0.20468        0.40831        0.52217-9059828020844.78320       -3.06379  2482072.33057
        0.42000        0.98800        0.01413        0.43207        0.87970-21826783331290.48828       -3.39852  3027746.52161
        1.38000        0.04062        0.00124        0.36141        0.24943-289865317174.54102       -1.54691   632466.70877
        0.82000        0.10439        0.02662        0.41104        0.47183-1160255584162.25757       -1.91789   975402.26523
        0.70000        0.53131        0.22258        0.39221        0.49322-6794905776179.02930       -2.86479  2180925.04303
        1.42000        0.03943        0.00115        0.29111        0.19307-271001745412.75784       -1.53191   620340.61489
        0.86000        0.08385        0.01400        0.42602        0.46904-942840570814.19702       -1.84488   900468.15096
        0.62000        0.85253        0.10399        0.42988        0.59311-14057434947917.94531       -3.35447  2952221.14140
        0.90000        0.07156        0.00764        0.35665        0.37227-812016299754.73364       -1.79859   854876.99102
        1.76000        0.03355        0.00066        0.28174        0.15131-163386160723.47614       -1.42340   536245.87912
        0.76000        0.21628        0.10803        0.34288        0.41136-2213651754556.12744       -2.20292  1297064.12080
        0.66000        0.75219        0.16365        0.42721        0.55929-11352724858358.65234       -3.22451  2737297.64668
        1.14000        0.04874        0.00222        0.37836        0.31545-449531518886.91760       -1.64626   715867.25832
        1.10000        0.05091        0.00253        0.30090        0.25623-487018026811.94922       -1.66470   731928.84182
        1.92000        0.03183        0.00054        0.38459        0.19255-131884492163.03903       -1.37833   503207.93411
        1.40000        0.03982        0.00119        0.31257        0.21109-280175147525.46967       -1.53934   626294.82397
