        0.90000        0.25466        0.05771        0.04661    25529.11775863915937.55818       -3.98096        0.00000
        0.34000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        1.26000        0.12980        0.01712        0.00977    22376.86821667628807.54314       -3.09529        0.00000
        1.12000        0.24009        0.04652        0.04697    24423.68609794251947.09953       -3.75061        0.00000
        1.84000        0.03291        0.00062        0.00003    17835.43779424188664.90211       -1.79633        0.00000
        0.74000        0.46671        0.08395        0.14695    25913.91668896479318.21290       -4.02151        0.00000
        1.18000        0.20394        0.03500        0.02946    23776.29047753040352.47081       -3.56017        0.00000
        0.98000        0.23653        0.05449        0.04562    24677.37601811018459.87330       -3.93626        0.00000
        0.94000        0.18872        0.03528        0.02070    24737.84350814372976.45144       -3.95982        0.00000
        0.72000        0.27512        0.05076        0.02853    26691.89789955017837.83728       -4.02128        0.00000
        1.38000        0.06726        0.00401        0.00080    20230.99969545957241.90650       -2.49324        0.00000
        1.14000        0.21196        0.03925        0.03468    24063.68303773665588.02494       -3.69611        0.00000
        0.84000        0.41407        0.12366        0.19203    25188.15642840874705.34072       -4.00463        0.00000
        1.40000        0.06309        0.00350        0.00068    20046.52772535657034.32696       -2.44037        0.00000
        1.60000        0.04126        0.00116        0.00009    18710.66938466689586.46449       -2.05512        0.00000
        1.82000        0.03337        0.00065        0.00004    17891.12401426875042.37649       -1.81341        0.00000
        1.42000        0.05882        0.00294        0.00047    19836.01092524615115.22078       -2.38284        0.00000
        1.48000        0.05051        0.00202        0.00025    19389.08263501182535.65082       -2.25237        0.00000
        1.64000        0.03902        0.00100        0.00007    18537.86497458106312.40290       -2.00322        0.00000
        1.46000        0.05307        0.00225        0.00029    19537.06456509059641.14218       -2.29308        0.00000
        0.68000        0.18388        0.06119        0.01981    26011.83480913318193.44509       -4.02253        0.00000
        0.70000        0.43463        0.07357        0.11317    23913.94570763676494.06616       -4.02564        0.00000
        0.86000        0.34840        0.07691        0.08503    26127.69252905657484.50409       -3.99806        0.00000
        1.52000        0.04671        0.00160        0.00015    19105.91293486701503.71956       -2.17664        0.00000
        1.92000        0.03120        0.00053        0.00003    17642.29226414950830.59183       -1.73181        0.00000
        0.66000        0.47934        0.08250        0.14744    26164.77330947780658.14824       -4.02690        0.00000
        1.90000        0.03148        0.00054        0.00003    17694.74037417422141.51127       -1.74665        0.00000
        0.88000        0.18265        0.03211        0.01367    25504.13416864020403.05043       -3.98694        0.00000
        1.30000        0.10192        0.01045        0.00430    21474.09726614572198.73977       -2.83980        0.00000
        1.58000        0.04232        0.00124        0.00010    18797.64724471013045.04139       -2.08235        0.00000
        1.78000        0.03437        0.00070        0.00004    18033.47020433573545.18343       -1.85041        0.00000
        1.62000        0.04019        0.00107        0.00008    18604.18649461423047.37983       -2.02730        0.00000
        1.80000        0.03394        0.00067        0.00004    17958.28194429901620.56247       -1.83215        0.00000
        0.04000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        1.22000        0.16069        0.02463        0.01717    23245.75529720549699.33010       -3.35206        0.00000
        0.06000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        0.08000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        0.10000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        0.12000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        1.74000        0.03567        0.00077        0.00005    18163.17580439864852.35133       -1.89020        0.00000
        0.14000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        1.36000        0.07225        0.00478        0.00110    20525.14229561429198.05513       -2.56582        0.00000
        0.16000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        0.18000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        0.20000        1.00000        0.00000        1.00000    25000.25000833345833.37500       -4.04000        0.00000
        0.22000        1.00000        0.00000        1.00000    25000.25000833345833.37500       -4.04000        0.00000
        0.24000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        0.26000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        0.28000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        0.30000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        0.32000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        0.02000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        1.24000        0.15020        0.02186        0.01422    22809.83240693101943.06954       -3.23111        0.00000
        0.78000        0.18753        0.03282        0.01043    24423.60379804669861.26355       -4.01245        0.00000
        0.36000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        0.38000        1.00000        0.00000        0.93920    25000.18920833345833.37500       -4.04000        0.00000
        0.92000        0.18089        0.03277        0.01760    24829.82218819968567.73842       -3.97010        0.00000
        0.80000        0.23426        0.04297        0.02490    25216.41874846191931.73981       -4.01009        0.00000
        1.88000        0.03200        0.00057        0.00003    17727.67506419017774.15178       -1.76252        0.00000
        1.72000        0.03610        0.00081        0.00005    18209.48382442029780.20022       -1.91109        0.00000
        1.70000        0.03668        0.00084        0.00005    18297.43406446495115.25350       -1.93287        0.00000
        0.40000        1.00000        0.00000        0.93920    25000.17635833345076.75523       -4.04000        0.00000
        0.42000        1.00000        0.00000        0.93919    25000.13686833342416.52573       -4.03999        0.00000
        1.16000        0.21628        0.03728        0.03295    24107.52908774288308.02669       -3.63604        0.00000
        0.44000        0.99999        0.00000        0.93918    25000.19356833345136.26623       -4.03998        0.00000
        0.46000        1.00000        0.00000        0.93918    25000.18637833345599.19661       -4.03998        0.00000
        0.48000        0.99555        0.00213        0.92673    25002.13587833550262.43860       -4.03985        0.00000
        0.50000        0.99998        0.00000        0.93913    24999.98513833332120.17829       -4.03992        0.00000
        0.52000        0.99998        0.00000        0.93912    24999.91452833327300.71852       -4.03987        0.00000
        0.54000        0.71245        0.07139        0.33100    26719.55847977082220.78183       -4.03323        0.00000
        1.56000        0.04349        0.00135        0.00012    18883.43002475386602.50167       -2.11209        0.00000
        0.56000        0.99992        0.00001        0.93892    24999.25286833285147.90629       -4.03966        0.00000
        1.66000        0.03829        0.00093        0.00006    18428.57214452883486.01115       -1.97928        0.00000
        1.76000        0.03487        0.00073        0.00004    18079.67166435844556.29998       -1.87064        0.00000
        1.20000        0.19576        0.03369        0.02876    23543.98311738783939.99372       -3.46246        0.00000
        1.04000        0.21530        0.04611        0.04154    24527.71617803986784.74349       -3.87731        0.00000
        0.58000        0.80566        0.05577        0.48487    23679.48932735054445.81613       -4.03510        0.00000
        0.82000        0.29360        0.09027        0.02833    24458.08208801874007.62128       -4.00663        0.00000
        1.00000        0.24563        0.04902        0.04089    24424.94374795291876.64314       -3.91991        0.00000
        1.06000        0.23963        0.04900        0.04590    24731.53096814070891.90534       -3.85506        0.00000
        0.60000        0.80103        0.07516        0.50350    23772.58208768494433.16935       -4.03546        0.00000
        1.54000        0.04534        0.00149        0.00015    19001.57572481374736.57487       -2.14326        0.00000
        1.50000        0.04832        0.00175        0.00019    19249.05453494198286.40698       -2.21391        0.00000
        0.64000        0.42256        0.04428        0.06974    23058.14828715069769.66666       -4.02828        0.00000
        1.28000        0.11426        0.01357        0.00677    21905.77329639723675.93133       -2.95809        0.00000
        1.10000        0.24081        0.04749        0.04689    24313.58095790206956.23912       -3.79094        0.00000
        1.02000        0.20902        0.03927        0.03039    24736.83550816231922.35985       -3.89947        0.00000
        1.44000        0.05538        0.00246        0.00033    19659.96126515406850.50243       -2.33313        0.00000
        0.96000        0.22284        0.04892        0.03988    24994.59296836746166.06807       -3.94785        0.00000
        1.08000        0.25562        0.05597        0.05915    24662.39169810987185.25222       -3.82571        0.00000
